"source","sourceScope","sourceId","productId","productName","rating","author","authorMeta","authorUrl","date","title","message","verified","location","replyAuthor","replyDate","replyMessage","relevance","sourceUrl"
"stamped","exact_product","123024898","235","Medium Women's Chemo Care Package","5","Andrea K.","","","12/08/2023","Really nice!","I was impressed with the number and variety of items in the package. The packaging was attractive, and the recipient appreciated the descriptive list that was included in the package.","true","US","Rock the Treatment","12/13/2023","Andrea, Thank you!! You conveyed all of the things that we work so hard to achieve. It means so much that you took the time to share your thoughts. Many blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","122312220","235","Medium Women's Chemo Care Package","5","Melissa S.","","","11/23/2023","Great care package","The chemo car package was dropped shipped to a friend and she was thankful to get it. I looked at a lot of different ones on the internet but thought this one was well thought out and gave a good variety of products. Promptly shipped and delivered. I would purchase it again…but hope I never have to.","true","US","Rock the Treatment","11/28/2023","Melissa, Thank you so much we appreciate you recognizing how hard we try to think of every detail. We are so happy to hear that your friend loved receiving your gift. We hope you never have the need to purchase another gift like this. Blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","122085048","235","Medium Women's Chemo Care Package","5","Tammy L.","","","11/17/2023","Best products for chemo treatment!!","I have sent my beautiful cousin a second chemo box (unfortunately). She just can’t express how much she loves so many of these products. She definitely loves the Lindi lotions and really everything in the kit it helps her out so much!!! Thanks for making these kits.","true","US","","","","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","120672810","235","Medium Women's Chemo Care Package","5","James G.","","","10/27/2023","Great Experience","Great experience. Easy to navigate site. Once order was placed, received a personal note wishing the recipient well. Items included were very helpful.","true","US","","","","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","120600888","235","Medium Women's Chemo Care Package","5","Dorte D.","","","10/26/2023","Perfect for the situation","My friend’s received the box a week before she passed, and I didn’t know what they thought of it until the funeral. Her family said “ it was so nice, and full of stuff they didn’t know they would cherish so much”. It was so so well thought through and we’ll put together. They really appreciated it! Thank you!","true","US","","","","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","120311940","235","Medium Women's Chemo Care Package","5","Freda M.","","","10/24/2023","Ann ~","The following message is from my Bestie, Ann upon receiving her uplifting Chemo Care bag gift. She’s been battling different types of cancer for several years all the while being an incredibly inspirational woman and friend. Ann is my Bestie and my Garden Girl so finding your website was a golden blessing. Thank you for the concentration on folks who are struggling as well as those who want to help make them smile at home through your amazing products. Sincerely Grateful, Freda Mann Bel Air, MD 21014 “You are awesome. What a wonderful gift to receive when your hope is teetering. I don't know how much research you have to do to find these things, but I appreciate it more than you'll know. How can I ever repay you for all the encouragement and acceptance you have graced me with. Thank you from the bottom of my heart, Freda. You're the best and not just because you send me gifts. It's because it's very hard not loving such a caring person.” Again, thank you from the bottom of my heart ♥️","true","US","","","","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","119657291","235","Medium Women's Chemo Care Package","5","Barbara F.","","","10/06/2023","Great Gift","From ordering online, delivery and final product it was a great experience. My family member loved the gift!","true","US","Rock the Treatment","10/09/2023","Barbara, thank you. We do our best to make the process as easy as possible. We appreciate you noticing and sharing. Blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","119522194","235","Medium Women's Chemo Care Package","5","Nancy B.","","","10/05/2023","So perfect!","My friend was very happy to come home from chemo and see this wonderful gift basket. She said she has already used the lip balm. I was so happy she loved and it gave her some comfort during such a hard time! Thank you for all you do!!!","true","US","Rock the Treatment","10/09/2023","Nancy, we are so happy to hear that your friend received her gift at the perfect time and that she found it helpful. We greatly appreciate you taking the time to share your kind feedback.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","119084243","235","Medium Women's Chemo Care Package","5","Angel Y.","","","09/26/2023","Great package during a sad time","This is my second purchase of these chemo care boxes. The cancer patients love the box & believe it’s so thoughtful & useful. I would recommend these boxed gifts for cancer patients.","true","US","Rock the Treatment","09/28/2023","Angel, We are so sorry that had you had the need to send another gift like this. But we appreciate you choosing us again. We are so happy to hear that the people that received your gift found them helpful. Thank you so much for taking the time to share your thoughts. Blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","119078683","235","Medium Women's Chemo Care Package","5","Janet D.","","","09/26/2023","Great service and product","Thank you. My mom received it and felt really good about the message and gifts","true","US","Rock the Treatment","09/28/2023","Janet, we are so happy to hear that your mom enjoyed your gift. We hope it brings her some comfort and smiles. Blessings to your mom and family.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","116973504","235","Medium Women's Chemo Care Package","5","Philip S.","","","08/23/2023","Awesome Product","Our friend and co-worker fighting the fight got this package. She was estatic to receive such an awesome gift.","true","US","Rock the Treatment","08/28/2023","Philip, We are so sorry that your coworker was in need of a gift like this But we are very glad that she loved it. We hope it made her smile an know that her coworkers are supporting her. Blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","104965895","235","Medium Women's Chemo Care Package","5","Annie H.","","","06/06/2023","Excellent","Easy to use great experience","true","US","Rock the Treatment","06/13/2023","Thank you Annie. We are glad you had a great experience. Blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","104574468","235","Medium Women's Chemo Care Package","5","Jennifer F.","","","05/31/2023","Feedback","Not only did I receive a personalized note from the owner, but I received timely notifications along the way. From the recipient, they said it was the nicest, most thoughtful gift they think they have ever received and everything in the box was so perfect! I’ve always tried to deliver thoughtful gifts, but I didn’t know exactly what was needed or would be appreciated for what she was going through. This site made it easy and made me feel good purchasing from them.","true","US","Rock the Treatment","05/31/2023","Jennifer, AWWWW that is the sweetest thing!! We are so happy to hear that the recipient loved receiving your gift!! We greatly appreciate you taking the time to share. Blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","100216288","235","Medium Women's Chemo Care Package","5","Mindy M.","","","03/08/2023","Exactly what she needed!","This was the perfect thing for my friend who is experiencing breast cancer. She's in chemo now and said that it was perfect and came at exactly the right time!","true","US","Rock the Treatment","03/09/2023","MIndy, Thank you for the compliment. We are so happy that your friend found the cancer kit helpful and that the timing was perfect. Wishing her many blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","100015168","235","Medium Women's Chemo Care Package","5","Susan H.","","","03/04/2023","Brought Joy to my Sister!","The website was easy to navigate and the items in the Chemo box were clearly identified. Shipping was very quick! I was touched by the follow up email from the company expressing their prayers & thots for my sister facing breast cancer. My sister was incredibly blessed by receiving the box of helpful goodies. It brought her to tears. It’s a wonderful way to come along side your loved one and express your love & care for them during a very difficult season in their life.","true","US","Rock the Treatment","03/05/2023","Susan, Thank you so much for sharing your very kind thoughts. We are so happy to hear that your sister loved receiving our chemo kit. It warms our heart to hear that it brought her some joy during a very difficult time. WIshing you all many blessigs.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","96535793","235","Medium Deluxe Women's Chemo Care Package","5","Marlene N.","","","02/21/2023","Rock the outstanding customer service","The basket was for my niece who loved it! Would highly recommend this company! I left a message on their voice mail and within 3 minutes I received a call back! Very impressed with the professionalism!","true","US","","","","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","96402400","235","Medium Deluxe Women's Chemo Care Package","5","Chandra C.","","","02/17/2023","A Great Care Package","The person I gave this to absolutely love the package! They thought everything in the package was useful. I liked that it had everything someone would need in one package. This was a great gift to give someone when they are going through a challenging time in their life.","true","US","Rock the Treatment","02/21/2023","Chandra, We are delighted to hear that your gift was so well received. We do our best to cover all of the side effects of chemo in our cancer care kits. We hope it brings some comfort and smiles to your recipient. Many blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","95246710","235","Women's Medium Chemo Basket","5","Theresa G.","","","02/03/2023","Chemo basket","My niece was thrilled with the basket . Service was great and the presentation was done beautifully .","true","US","Rock the Treatment","02/08/2023","Theresa, We are so happy to hear that your niece loved receiving your cancer care gift. Thank you so much for taking the time to share your lovely thoughts. Blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","94132579","235","Women's Medium Chemo Basket","5","Christine M.","","","01/25/2023","Great product and amazing service","This chemo basket is exactly what I was looking for, to send some aroha (love) and practical help to my friend who’s facing chemo. The exceptional service provided by Stacy was above and beyond: quick, caring and helpful. Highly recommended.","true","US","Rock the Treatment","01/26/2023","Christine, We are so happy that we could provide something for you to help your friend/family member. We pray for a day that we never have to send another basket like this. Until then we will be here doing everything we can to make the battle against cancer easier. Thank you so much for your kind words and taking the time to share them. Blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","93846243","235","Women's Medium Chemo Basket","5","Kisha D.","","","01/19/2023","Just what she wanted","This was a gift for my sister's mother, and at first, I was nervous about how it would be received, but apparently, as soon as she got her box she was already using the products. She enjoyed them very much, and now I feel so glad that I got this for her <3 Thank you for providing this type of gift boxes. They are so helpful, useful, and thoughtful.","true","US","Rock the Treatment","01/20/2023","Kisha, we know exactly what you mean!! It is so difficult to know what to do/what to say. And eah person going through it is different and has different feelings towards it. We do our best to provide the comfort and strength needed in the most thoughtful and supportive way. We are so happy to hear that your sister's mother loved receiving your gift and that she loved the products!! Thank you so much for sharing. Blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","93247506","235","Women's Medium Chemo Basket","5","Justin S.","","","01/09/2023","Heart Felt","Great overall ordering & delivery experience! The recipients were very appreciative for the heartfelt gesture on a challenging journey through treatment.","true","US","Rock the Treatment","01/18/2023","Justin, We are so happy to hear that the recipients appreciated your gift. We hope it also brought some smiles. Thank you for taking the time to share your feedback. Many blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","93066188","235","Women's Medium Chemo Basket","5","Christina B.","","","01/05/2023","Very Happy With Rock The Treatment","Great! Wonderful package of ""goodies"" to support the comfort and well being of a chemo patient. So many useful items for the patient while in treatment. A fabulous gift. Delivered as promished. Thank you staff at ""Rock The Treatment"".","true","US","Rock the Treatment","01/18/2023","Christina, THANK YOU!! We are so happy that the recipient enjoyed receiving your gift. We hope it also brought her some smiles. We greatly appreciate you taking the time to share your feedback. Blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","90985618","235","Women's Medium Chemo Basket","5","Sandi S.","","","12/08/2022","Wonderful!","I bought this for a co-worker and she was overwhelmed by it. She said it was full of the only items she was able to eat at this point and was so thankful for the nausea drops! I hate that something like this has to exist, but I am so thankful it does.","true","US","Rock the Treatment","12/09/2022","Sandi, we are so happy to hear that your coworker loved receiving your gift and even more so that it helped her!!!! We love the Queasy pops also...they are awesome!! We pray for a day where no more baksets like this need to be sent. But until then we will be here doing our best to help. Thnk you for your lovely feedback. Blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","90720309","235","Women's Medium Chemo Basket","5","John O.","","","11/30/2022","Perfect Timing","When a friend is overwhelmed by the gut punch of Cancer and the destructive effects of chemotherapy This basket does wonders. It’s perfect for uplifting the patient and the giver. It also works so much better than texts , cards letters . We’ll Done ✅","true","US","Rock the Treatment","12/01/2022","John, So nice of you to say. We greatly appreciate your kind words. Thank you for taking the time to share your feedback. Blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","90631628","235","Women's Medium Chemo Basket","5","Kathleen A.","","","11/27/2022","A gift I felt good about sending","My friend greatly appreciated the Rock the Treatment gift box. It was initially hard to know what to get my amazing friend going through chemotherapy. However, the gift box had items she can actually use. She appreciated the encouragement, and the company was very easy to order from. I got a personal confirmation email that the order was being processed and a nice note.","true","US","Rock the Treatment","11/30/2022","Kathleen, thank you so much for the kind words. We are so happy to hear that your fabulous friend loved receiving your gift. We hope to brought her some smiles and comfort. Wishing you all many blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","87847210","235","Women's Medium Chemo Basket","5","Amy U.","","","10/08/2022","Thoughtful Gifts","This is a wonderful company to get gifts for anyone you care about that is going through cancer treatments. They put a lot of thought into their packages/products and send personalized emails instead of standard thank you for ordering.","true","US","Rock the Treatment","10/09/2022","Amy, we greatly appreciate you taking the time to share such kind words. We hope your gift brought some comfort during difficult times. Blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","86987138","235","Women's Medium Chemo Basket","5","Melissa M.","","","09/15/2022","Perfect Gift","I bought this for a friend that is currently undergoing treatment. She stated that each item was lovingly chosen and it has made her life better.","true","US","Rock the Treatment","09/21/2022","Melissa, AW! Thank you so much for sharing. We are so happy to hear that your gift made your friends days a bit easier. Wishing her MANY BLESSINGS!","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","86317480","235","Women's Medium Chemo Basket","5","Olugbemiga A.","","","09/05/2022","","Fantastic!!!.. l received the package in timely manner.","true","US","Rock the Treatment","09/07/2022","Thank you!!! Much appreciated.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
